Respondent ID,Do you know JavaScript?,Do you know HTML?,Do you know CSS?,Do you know SQL?,Do you know Java?,Do you know Bash/Shell?,Do you know Python?,Do you know R?,Do you know C#?,Do you know PHP?,Do you know C++?,Do you know C?,Do you know anything else?,How good are you at JavaScript?,How good are you at HTML?,How good are you at CSS?,How good are you at SQL?,How good are you at Java?,How good are you at Bash/Shell?,How good are you at Python?,How good are you at R?,How good are you at C#?,How good are you at PHP?,How good are you at C++?,How good are you at C?,How good are you at [OTHER]?,In what country do you live?
10697533358,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,Go and Haskell,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,Intermediate,Intermediate,Intermediate,Honduras
10697466026,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Beginner,Intermediate,,,,,Beginner,,United States of America
10697430931,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,C++,C,,Intermediate,Intermediate,Intermediate,Expert,Expert,,Expert,,Expert,,Expert,Expert,,Peru
10697420894,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Expert,Expert,Intermediate,Intermediate,,Intermediate,,,,Intermediate,,,,Malaysia
10697419922,JavaScript,HTML,,SQL,,Bash/Shell,,,C#,PHP,,,,Beginner,Beginner,,Intermediate,,Intermediate,,,Beginner,Beginner,,,,Brazil
10697302367,JavaScript,HTML,CSS,SQL,Java,,,,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Expert,Intermediate,Expert,,,Brazil
10697255212,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,x86 / 805x Assembly,Beginner,Intermediate,Beginner,Beginner,Intermediate,Expert,Intermediate,,,Beginner,Intermediate,Intermediate,Expert,United States of America
10697214963,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,C++,,,Intermediate,Expert,Expert,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,,,Pakistan
10697149185,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,,,,,,,Brazil
10697122240,,,,,,,,,,PHP,,,,,,,,,,,,,Intermediate,,,,
10697104207,,HTML,,SQL,,Bash/Shell,Python,,,,C++,,,,Intermediate,,Intermediate,,Intermediate,Intermediate,,,,Intermediate,,,Taiwan
10697039893,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Expert,,Expert,,,,Expert,,,,Pakistan
10697038140,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,,Brazil
10696995255,JavaScript,HTML,CSS,SQL,Java,,,,C#,,C++,,,Beginner,Intermediate,Intermediate,Intermediate,Beginner,,,,Intermediate,,Expert,,,Brazil
10696921630,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,"Rust, Go",Expert,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,Beginner,South Africa
10696844980,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,,Intermediate,Expert,,Beginner,Beginner,Beginner,Beginner,,Brazil
10696712895,JavaScript,HTML,CSS,,,,,,C#,,,,,Intermediate,Beginner,Beginner,,,,,,Expert,,,,,Colombia
10696682359,,,,,Java,,,,,,C++,C,,,,,,Expert,,,,,,Expert,Expert,,China
10696563165,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Expert,Intermediate,Beginner,,Beginner,Beginner,Beginner,,United States of America
10696470362,,,,,,,Python,,,,,,,,,,,,,Beginner,,,,,,,Australia
10696425523,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Beginner,Beginner,,Beginner,Beginner,Intermediate,,,,Intermediate,Intermediate,,China
10696349318,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,,Expert,Expert,Expert,Expert,,Expert,Expert,,,,,,,Sri Lanka
10696335012,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,,,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,,,Beginner,,,,,India
10696211979,,,,,Java,,,,,,,,"Swift, Kotlin",,,,,Expert,,,,,,,,Expert,Pakistan
10696202604,JavaScript,HTML,CSS,SQL,,,Python,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,Intermediate,,,,,,,Pakistan
10696198521,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,C,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,,,,,Beginner,,Thailand
10696161309,,HTML,,SQL,,Bash/Shell,Python,,,PHP,C++,,,,Beginner,,Beginner,,Beginner,Intermediate,,,Beginner,Beginner,,,United States of America
10696110290,,,,,,Bash/Shell,Python,R,,,,,,,,,,,Intermediate,Beginner,Expert,,,,,,Australia
10696109132,,,,,Java,,Python,,,,C++,,Scala,,,,,Intermediate,,Intermediate,,,,Intermediate,,Intermediate,China
10696081580,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Beginner,Intermediate,Intermediate,Beginner,,,Beginner,,,Beginner,,,,Mexico
10695975411,JavaScript,,,SQL,Java,,Python,,,,,,"Node JS, Angular JS",,,,,,,,,,,,,,
10695965715,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,,,,Intermediate,Intermediate,Intermediate,Beginner,Expert,Intermediate,Intermediate,Intermediate,,,,,,United States of America
10695925052,JavaScript,HTML,CSS,SQL,Java,,Python,R,C#,,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,Beginner,Intermediate,,Beginner,,,United States of America
10695866435,,,,,,,,,,,,,,,,,,,,,,,,,,,
10695813540,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,,Beginner,Beginner,Beginner,Beginner,,Australia
10695789452,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Expert,Expert,,United States of America
10695749982,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,Intermediate,,Australia
10695730828,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,,,Expert,Expert,Expert,Beginner,Intermediate,Intermediate,Beginner,,Beginner,,,,,United States of America
10695697098,JavaScript,HTML,,,,,Python,,C#,,C++,,,Beginner,Beginner,,,,,Beginner,,Beginner,,Beginner,,,United States of America
10695679531,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,,,,Beginner,Beginner,Beginner,Beginner,Intermediate,,,,,Beginner,,,,United States of America
10695659650,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Expert,Intermediate,,,,United States of America
10695597029,,,,SQL,Java,Bash/Shell,Python,,C#,,C++,C,Haskell,,,,Intermediate,Intermediate,Intermediate,Expert,,Beginner,,Intermediate,Intermediate,Beginner,Vietnam
10695397399,,HTML,CSS,,,,,,,,,,,,Beginner,Beginner,,,,,,,,,,,Ukraine
10695155526,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,,,,,,,
10695100512,JavaScript,HTML,,SQL,Java,Bash/Shell,Python,,,,,C,,Intermediate,Beginner,,Intermediate,Intermediate,Intermediate,Expert,,,,,Beginner,,Canada
10694982070,JavaScript,HTML,CSS,SQL,,,Python,R,C#,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,,,Intermediate,Beginner,Expert,,Intermediate,Intermediate,,Vietnam
10694941945,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,"PowerShell, PowerShell Core",Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Beginner,,Intermediate,,,Beginner,Intermediate,United States of America
10694621093,JavaScript,HTML,,SQL,Java,,,,,,,,,Intermediate,Intermediate,,Beginner,Intermediate,,,,,,,,,Mexico
10694573527,,,,,,Bash/Shell,Python,,,,C++,C,,,,,,,Beginner,Expert,,,,Intermediate,Intermediate,,United States of America
10694519410,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Beginner,,Intermediate,Intermediate,Expert,,,,,,,Brazil
10694444356,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,,,Expert,Expert,Intermediate,Expert,Expert,,,,Expert,,,,,United States of America
10694350238,JavaScript,,,,,,,,,,,,,Expert,,,,,,,,,,,,,Argentina
10694343681,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Expert,Expert,,,Beginner,,,,
10693923856,JavaScript,HTML,,,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,Expert,,India
10693919527,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,,,,Beginner,Intermediate,Beginner,Beginner,,Intermediate,Intermediate,,Beginner,,,,,United States of America
10693890592,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693829158,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,,Beginner,,Brazil
10693736536,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Intermediate,,Intermediate,Expert,Intermediate,Intermediate,Expert,Expert,Intermediate,,United Kingdom of Great Britain and Northern Ireland
10693701965,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693592219,,,,SQL,,Bash/Shell,Python,,,,C++,C,,,,,Beginner,,Beginner,Intermediate,,,,Intermediate,Intermediate,,Thailand
10693541244,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,R,C#,PHP,,,,Expert,Expert,Intermediate,Expert,Expert,Intermediate,,Beginner,Intermediate,Beginner,,,,United States of America
10693500985,JavaScript,HTML,CSS,SQL,Java,,Python,R,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Expert,,Expert,Beginner,Intermediate,Expert,Expert,Expert,,India
10693464782,,,,,,,,,C#,,C++,,,,,,,,,,,Expert,,Beginner,,,Israel
10693460936,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,,,,Expert,,,,France
10693457049,,,,,,,Python,,,,C++,,,,,,,,,Beginner,,,,Beginner,,,Israel
10693339124,,,,,,,Python,R,C#,,C++,,,,,,,,,Beginner,Beginner,Intermediate,,Intermediate,,,Philippines
10693304676,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,Scala,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Intermediate,Intermediate,United States of America
10693287668,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Beginner,Beginner,Intermediate,,,,Intermediate,Intermediate,,India
10693287069,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,C++,C,Go,Beginner,Beginner,Beginner,Beginner,Beginner,,Intermediate,,,Intermediate,Beginner,Beginner,Intermediate,New Zealand
10693271148,,,,SQL,Java,Bash/Shell,Python,,,,C++,C,,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,Expert,,United States of America
10693254907,,HTML,,,Java,Bash/Shell,Python,R,,,,C,,,Beginner,,,Intermediate,Intermediate,Beginner,Intermediate,,,,Beginner,,India
10693237557,JavaScript,,,,,Bash/Shell,Python,,C#,,,,Scala,Intermediate,,,,,Intermediate,Intermediate,,Beginner,,,,Beginner,New Zealand
10693222973,JavaScript,HTML,CSS,,,,Python,,,,,,,Intermediate,Intermediate,Intermediate,,,,Beginner,,,,,,,Armenia
10693215394,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,Intermediate,,,,Beginner,Beginner,,United States of America
10693138695,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,C,,Intermediate,Expert,Beginner,Expert,Intermediate,,,,Expert,,,Intermediate,,Mexico
10693115446,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Beginner,Intermediate,Intermediate,Expert,,Expert,Beginner,Expert,Expert,,Singapore
10693113018,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,C#,,C++,,,Expert,Intermediate,Intermediate,,Expert,Intermediate,Intermediate,,Beginner,,Intermediate,,,Mexico
10693001937,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,C++,C,,Expert,Intermediate,Intermediate,Intermediate,,Intermediate,,,,,Expert,Expert,,
10692988177,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,C++,C,,Expert,Intermediate,Intermediate,Intermediate,,Intermediate,,,,,Expert,Expert,,Japan
10692947503,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,,C++,C,Ruby,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Beginner,,,Expert,,Intermediate,Intermediate,Expert,United States of America
10692947140,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,,,,,,Beginner,Expert,Intermediate,Expert,,Expert,Expert,Expert,,,,,,Australia
10692926360,,,,,Java,,Python,,,,,,kotlin,,,,,Expert,,Intermediate,,,,,,Expert,Egypt
10692919947,,,,,Java,,Python,,,,C++,C,,,,,,Beginner,,Beginner,,,,Beginner,Beginner,,United States of America
10692917815,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,,,Expert,Expert,Expert,Beginner,Intermediate,,,,Intermediate,,,,,Uruguay
10692890961,JavaScript,HTML,CSS,SQL,Java,,,,C#,,C++,,,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,,Intermediate,,Beginner,,,United States of America
10692879810,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,"Golang, typescript",Expert,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Intermediate,,Expert,Intermediate,Beginner,Beginner,Intermediate,United States of America
10692832488,JavaScript,HTML,CSS,SQL,Java,,Python,R,C#,,,,,Intermediate,Intermediate,Intermediate,Expert,Expert,,Intermediate,Intermediate,Beginner,,,,,United States of America
10692816377,,HTML,CSS,,Java,,,R,,,,,,,Beginner,Beginner,,Beginner,,,Expert,,,,,,United States of America
10692806870,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Intermediate,,Intermediate,,,Intermediate,Intermediate,Intermediate,,India
10692787326,JavaScript,,,,,,Python,,,,C++,,"OCaml, F#",Beginner,,,,,,Intermediate,,,,Intermediate,,Expert,United States of America
10692776433,,,,,,Bash/Shell,,,C#,,C++,C,,,,,,,Intermediate,,,Beginner,,Expert,Intermediate,,United States of America
10692717085,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Expert,Beginner,,,Intermediate,Intermediate,,United States of America
10692638704,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,,Expert,Intermediate,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,Beginner,,,Beginner,,United States of America
10692567323,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,C++,,,Beginner,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,,,United States of America
10692552684,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,,,Expert,,,Intermediate,Beginner,,,United Kingdom of Great Britain and Northern Ireland
10692544075,,,,SQL,Java,,Python,,C#,,C++,,,,,,Intermediate,Expert,,Intermediate,,Expert,,Intermediate,,,United States of America
10692507613,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,C++,C,,Expert,Expert,Expert,Intermediate,,Intermediate,Intermediate,,Beginner,,Intermediate,Intermediate,,United States of America
10692500730,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Intermediate,,Beginner,Intermediate,Beginner,Beginner,,India
10692500094,JavaScript,HTML,CSS,SQL,,,,,C#,,C++,,,Expert,Expert,Intermediate,Intermediate,,,,,Expert,,Beginner,,,Czech Republic
10692458720,JavaScript,HTML,CSS,,Java,,Python,,,,C++,,,Beginner,Beginner,Beginner,,Intermediate,,Intermediate,,,,Beginner,,,India
10692454749,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,,,Intermediate,Expert,Beginner,Intermediate,,,,Intermediate,Intermediate,,India
10692444656,,,,,Java,,Python,,,,C++,,Go,,,,,Intermediate,,Intermediate,,,,Intermediate,,Intermediate,United States of America
10692444337,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Beginner,Beginner,,Expert,Expert,Intermediate,Intermediate,,,Intermediate,Intermediate,,Singapore
10692431790,,HTML,,,,,Python,,C#,,C++,C,,,Beginner,,,,,Intermediate,,Beginner,,Expert,Expert,,Singapore
10692431222,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,"Haskell, OCaml",,,,,,,,,,,,,,
10692423479,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,,,,Intermediate,Expert,Expert,Expert,Intermediate,,Expert,,,Expert,,,,United States of America
10692418742,JavaScript,HTML,CSS,SQL,,,,,C#,,C++,,,Beginner,Intermediate,Intermediate,Intermediate,,,,,Expert,,Intermediate,,,
10692336086,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,"Perl, VB, Basic, ASM x86(_64), ASM ARM, Go",Expert,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Expert,,Intermediate,Intermediate,Expert,Expert,Expert,United States of America
10692320736,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Japan
10692297108,,,,,,,Python,,,,C++,C,,,,,,,,Intermediate,,,,Beginner,Intermediate,,China
10692262018,,,,SQL,Java,Bash/Shell,Python,R,,PHP,,,swift,,,,Beginner,Intermediate,Beginner,Beginner,Beginner,,Beginner,,,Intermediate,Nigeria
10692245303,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,,,United States of America
10692196026,JavaScript,HTML,CSS,SQL,Java,,,,,,,,"Scala, Typescript",Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,Expert,Poland
10692172718,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,C,,Beginner,Intermediate,Beginner,,,Beginner,Beginner,,,,,Intermediate,,United States of America
10692157360,JavaScript,HTML,,,,,,,,,,,,Intermediate,Intermediate,,,,,,,,,,,,
10692151660,JavaScript,HTML,,,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Beginner,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,,United States of America
10692105408,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692046685,,,,,Java,Bash/Shell,Python,,,,C++,C,,,,,,Intermediate,Intermediate,Expert,,,,Intermediate,Expert,,United States of America
10692007851,,,,SQL,Java,Bash/Shell,Python,R,,,,C,,,,,Intermediate,Beginner,Beginner,Beginner,Intermediate,,,,Intermediate,,United States of America
10692005108,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,,,,Intermediate,Expert,Intermediate,Intermediate,,Beginner,Expert,,,Expert,,,,United States of America
10691930272,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,Beginner,,,,,Intermediate,,China
10691929259,,,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,,,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,,,Beginner,Beginner,,United States of America
10691903000,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,C++,,,Intermediate,Expert,Expert,,,Intermediate,Intermediate,,,,Beginner,,,New Zealand
10691851953,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Beginner,Beginner,Expert,Beginner,Intermediate,Expert,Beginner,,,Intermediate,Beginner,,United States of America
10691850664,,,,,,Bash/Shell,Python,R,,,,C,MATLAB,,,,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,United States of America
10691825513,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Expert,Beginner,Intermediate,,Beginner,Intermediate,Intermediate,Beginner,,United States of America
10691788746,,,,SQL,,,,,,,,,,,,,Expert,,,,,,,,,,United States of America
10691785481,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,,,React,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,,,Intermediate,United States of America
10691703356,JavaScript,HTML,CSS,SQL,Java,,Python,R,,PHP,,C,Swift,Intermediate,Expert,Intermediate,Intermediate,Expert,,Intermediate,Intermediate,,Intermediate,,Beginner,Expert,Peru
10691702201,,HTML,,,,,Python,,,,C++,,,,Beginner,,,,,Beginner,,,,Beginner,,,United States of America
10691681982,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,"Go, Rust",Beginner,Intermediate,Intermediate,Expert,Beginner,Intermediate,Expert,Beginner,,Intermediate,Intermediate,Intermediate,Intermediate,United States of America
10691681336,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Expert,Expert,Intermediate,Expert,Expert,Intermediate,Expert,Intermediate,,Intermediate,Expert,Intermediate,,United States of America
10691649382,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,Ruby,Expert,Expert,Intermediate,Intermediate,Beginner,Beginner,Beginner,,,,Beginner,Beginner,Expert,United States of America
10691616704,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,C++,C,,Expert,Expert,Intermediate,Intermediate,Expert,,Expert,,Expert,Intermediate,Expert,Expert,,Pakistan
10691613824,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,C,Ruby,Beginner,Intermediate,Intermediate,,,Intermediate,Beginner,,,,,Intermediate,Beginner,Japan
10691610815,JavaScript,HTML,CSS,SQL,,,Python,,,,,,,Beginner,Intermediate,Intermediate,Beginner,,,Intermediate,,,,,,,Cameroon
10691602524,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,"Go, Erlang, Elixir, Ruby, Rust",Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Expert,,Intermediate,Expert,Intermediate,,Expert,Iran (Islamic Republic of)
10691584796,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,C++,C,,Expert,Expert,Expert,Beginner,,Intermediate,Expert,,Intermediate,,Beginner,Expert,,United States of America
10691569414,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Expert,Intermediate,,,Beginner,Intermediate,,United States of America
10691561454,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,,Intermediate,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Beginner,,,United States of America
10691540315,JavaScript,HTML,,,,Bash/Shell,Python,,C#,PHP,C++,C,Go,Beginner,Beginner,,,,Expert,Expert,,Beginner,Intermediate,Intermediate,Intermediate,Expert,United States of America
10691526781,JavaScript,HTML,CSS,,,Bash/Shell,,,,,,,,Beginner,Intermediate,Intermediate,,,Intermediate,,,,,,,,Malaysia
